EIN,Name
201930204,HOUSTON GREETERS
383788023,CHARI T2000 INC
463378074,VELO PASO BICYCLE PEDESTRIAN COALITION
760001133,RIENZI GARDEN ENDOWMENT FUND
746465534,POMPEO COPPINI TRUST
465066972,BARN MINISTRY OF HOUSTON
10734613,TEXAS FOREST TRAIL REGION INC
752500154,TEXANISCHER SCHUPLATTER VEREIN
760438169,DICKINSON ECONOMIC ENVIRONMENTAL DEVELOPMENT SATELLITE
742551611,WHITE STONE MINISTRIES INC
800719821,PROJECT LOOP
263285742,THE ABOLISH SLAVERY COALITION
760298438,ENDANGERED SPECIES MEDIA PROJECT SAVE BUFFALO BAYOU
270786026,IGNITE A MOVEMENT INC I AM
272407431,MANKIND PROJECT INTERNATIONAL
10878513,ANGELS OF REFUGE
462846912,ST HILDEGARDS GARDEN INC
742881292,BRAZOS VALLEY COALITION FOR LIFE
273308970,COREY TINDALL MEMORIAL SPEECH AND DEBATE FUND
743019920,COMMUNITY RACE RELATIONS COALITION
202788783,PROVIDING LIVING WATERS MINISTRIES
200273527,DOCENT RESEARCH GROUP
201930950,TEXAS MASTER GARDENER ASSOCIATION INC LIBERTY COUNTY MASTER GARDENER ASSC
203423114,SAINTS AND PELICANS GULF COAST RENEWAL
208356813,PILGRIM PLACE II INC
237184499,TROUT UNLIMITED 66 GUADALUPE RIVER
262887967,GLOBAL WILDLIFE CONSERVATION
270881015,NATIONAL SOCIETY OF BLACK ENGINEERS SOUTH HOUSTON NSBE JR
272773965,MONTROSE GRACE PLACE
274529163,NEWSPAPER TREE CORP
432002012,TEXAS LAKES TRAIL
463774071,POSITIVELY PINK POSITIVELY PINK HOUSTON
471468601,FOODMAKERS
611622595,TENNIS ON THE STREET OF DREAMS NON PROFIT CORPORATION
742637783,TEXAS NURSERY AND LANDSCAPE ASSOC EDUCATION AND RESEARCH FOUNDATION
751734177,ECHAD INC
752298493,INTERNATIONAL SOCIETY DALLAS FORT WORTH
752316240,ONE HUNDRED ACRES OF HERITAGE INC
752973187,LONE STAR GARDEN DEVELOPMENT CORP
756049048,SOUTHWESTERN WATERCOLOR SOCIETY
760344804,MONTGOMERY COUNTY MASTER GARDENER ASSOCIATION
870689599,ABIDING GRACE AND PEACE MINISTRIES
146032158,JOHN P AND MAPLE I OGSBURY MEM UA
200937623,CAMP WAR EAGLE INC
201032167,EVEREST FOUNDATION
202376273,WHOLE PLANET FOUNDATION
205493532,HEAVEN AND EARTH INVESTMENTS INC
206240606,GLADYS AND JD LEFTWICH CHARITABLE TR 2
206731133,CHIEF RICK STONE AND FAMILYCHARITABLE FOUNDATION STONE RICK TTEE
206971005,JEAN AND GRAHAM DEVOE WILLIFORDCHARITABLE TRUST JOHN R WILLIFORD TTEE
208134516,S C RAIN FOUNDATION
208174968,JOHN AND HELENE BUGG CHARITABLEFOUNDATION
223696362,NEW PATH FOUNDATION INC 327 YUJING RIVER GDN VILLA
226213088,SMITHETUW20014887 FLEET BANK NATIONAL ASSOC
237385847,GREEN UMBRELLA CORPORATION
260025038,CALPINE FOUNDATION CARTWRIGHT RICHARD
260792787,KAREN AND JACK D CARLSON FAMILYFOUNDATION
264582178,RADLER FOUNDATION
306268346,HARRY M BENNETT TESTAMENTARY TRUST
311623433,MARJORIE MONTAGUE DAVIS FOUNDATION
311637973,LEVANT FOUNDATION
330965642,MIRADA HABITAT FOUNDATION
431119922,LINDON Q SKIDMORE CHARITABLE TRUST BOATMENS FIRST NATL BK OF KC
436115500,THERESA P SCARPELLINO FOR CHARITY SHARE TRUST
436130524,MARGARET H WILLIAMS CHARITABLE TRUST BOATMANS FIRST NATL BK TTEE
436240950,GEORGE STAMBERGER TRUST C O BOATMENS 1ST NATL BK OF KC
436316904,COURTNEY S TURNER CHARITABLE TRUST BOATMENS FIRST NATL BK OF KC TTEE
436706423,MESSAGE OF LIFE MINISTRIES
446008311,ELLA C LOOSE TRUST 4230 FIRST NATL BK OF KC
446008574,GEORGE H AND ELIZABETH O DAVIS TR5668 FIRST NATL BK OF KANSAS CITY
467483163,TOM AND LOIS LONGEST CHARITABLE TR THOMPSON B LONGEST TTEE
471292072,RIO GRANDE NATURAL RESOURCE CONSERVATION FOUNDATION RIO GRANDE FOUNDATION
471619492,PAINTED RIVER FOUNDATION
471695880,SOUTH CENTRAL HISPANIC AGENT NETWORK
472628452,DAMON K AND MARY ANNE COX FOUNDATION DAMON K AND MARY ANNE COX FOUNDATI
473876443,CENTRAL TEXAS SCHOLASTIC SUPPORT FUND INC
486177155,TUA MARY J MINGENBACK CRU
526854447,CHASDREW FOUNDATION TRUST AGREEMENT MEYER CHRISTOPHER AND JENSER J COTTEE
597247412,FRED AND GRETEL BIEL TUW CHAR TR 7301100 0735183
597268944,TILTON MAX TW
611699366,NH BIG ISLAND CO
616465261,WINGATE LINDSEY CHARITABLE TR GARY W POCHYLA TTEE
742204217,MCCOMBS FOUNDATION INC
742729929,BAMBERGER RANCH CONSERVANCY
742888837,PEACE AND EMERGENCY ACTION COALITION FOR EARTH P E A C E INC
742895816,VINEYARD FOUNDATION
742939704,GLORIA S SALE BRYAN COCA COLA BEAUTIFICATION AND PARKS TRUST
743015612,NATURAL BRIDGE WILDLIFE HERITAGE FOUNDATION INC
743158238,LEAP INC
746038766,CAESAR KLEBERG FOUNDATION FOR WILDLIFE CONSERVATION
746040258,ROCKWELL FUND INC
746041694,RALPH BUCHANAN ALBAUGH TRUST
746048267,FENTRESS FOUNDATION
746077587,RGK FOUNDATION THE NORTHERN TRUST CO
746125212,DAVID AND JEANNETTE LIPSON TR NO 5190 UNITED STATES NATIONAL BANK TRUSTEE
746355245,FLOY M CADWALLADER RELIGOUS TRUST 27851
746380053,T M WILSON AND BEN A FRANKS PER CHARITABLE TR 09 01 89
746400039,CONSTANCE E MCCAUGHAN CHARITABLE TR FANCHER ROBERT C TTEE
746564793,PETER BRADLEY CARLSON CHARITABLE TR FB105
750399970,L A LONG TRUST FIRST NATIONAL BANK TTEE
752340289,SHELTER GOLF INC PROJECT SHELTER PRO AM
752461720,HELEN LEE FOUNDATION INC
752539678,RNC INCORPORATED
752567517,PLANETARY TRUST HALEY MARGARET J TTEE
752620343,CHAPARRAL RAILS TO TRAILS INC
752674946,EARL SNELLING PUBLIC PROPERTY BEAUTIFICATION TR
752695775,LEWIS J AND WANDA S WILSON HESED FDN
752706694,THE BETTYE AND MURPHY GEORGE FOUNDATION
752707012,DGBB FOUNDATION ROGERS DAVID G TTEE
752707574,CHAPARRAL FOUNDATION HERD HARVEY TTEE
752708838,LYDA HILL FOUNDATION
752805926,IRENE E BOOTH BOOK REVIEW CLUB
752809598,MAX AND BILLIE CLARK FOUNDATION
752812491,FRED AND CHARLOTTE PARRILL FDN
752825825,SNOW HILL MINISTRIES
752856276,WILTON FOUNDATION LEONARD SCOTT L CPA TTEE
752865426,WYNN DOUGLAS WHITE FOUNDATION
752921830,URBAN CREW INC
752927872,TEXAS ORGANIC RESEARCH CENTER INC
752932714,URBAN GREEN
752965575,ISAAC I FOUNDATION
756012124,ROBERT D AND CATHERINE R ALEXANDER FOUNDATION
756013328,MARY E BIVINS TRUST
756015322,MEADOWS FOUNDATION INCORPORATED THE NORTHERN TRUST COMPANY
756036333,HARRY S MOSS FOUNDATION
756066777,C L AND GLADYS LLOYD TRUST II NECT
756108975,F A SCHLUTER 1818 1882
756483645,BANKS CHARITABLE TR BANKS JOHN ARNOLD TTEE
760207030,LOREN E EASLEY FOUNDATION INC
760265720,J L HODGES FAMILY FOUNDATION
760292426,BYBEE FOUNDATION BYBEE JOAN TTEE
760421104,OTTER ISLAND FOUNDATION
760447921,GOOD EARTH FOUNDATION
760556696,GARVER FOUNDATION CHARITABLE TRUST GARVER CURTIS M TTEE
760587800,FROST FOUNDATION INC
760606426,INDEPENDENCE PRESERVATION TRUST
760610529,BLACKWELL FOUNDATION TR BLACKWELL L D TTEE
760662270,BERT F WINSTON SR FOUNDATION
800332494,THE@CALICO FUND INC
810774559,FARM LEAGUE PLAY IT FORWARD
830492601,ROBERTSON HOLDINGS CORP
841381970,THE DON KAY CLAY CASH FOUNDATION CASH SONDRA KAY TTEE
856107055,ROSINA PATTERSON TR STOELZEL WALLY TTEE
916020557,WILHELMINA CLAPP T U A 00618 04 618
916025042,TUA A ANDERSON RILEY CHAR TR
916093356,TUA A BERGSTROM CHARITABLE TR
916210659,ROBERT CHARLES BUNN SEATTLE PUBLIC LIBRARY FUND SEA FIRST NATL BK TTE
916251624,JANSON FOUNDATION C O SEA FIRST NATIONAL BANK
916256509,NINA HANSEN CHARITABLE TRUST SEC PAC BK WA
916274756,CHARLES N WEBSTER TRUST
916392751,DOMENICO AND MARY COLUCCIO FDN CHAR TR 845 4068900
936329831,DAURA FOUNDATION DAURA MARTHA RANDOLPH ET AL TTEES
956017417,TUW OTTO ARNOLD CHARITABLE TRUST
956926706,TUA WILLIAM E SCHNEIDER CHAR
957064629,TUW ROBERT M DREYER
957081021,TUW GLEN G TYLER
957094103,GEORGE A BARKER TR
957102622,SOCOLOFSKY MARJORIE G
886038217,DORIS HAM SHUPE CHARITABLE REMAINDER TRUST DTD 093082
467105703,SOCIETY FOR PROMOTING ELLIOTTS WELFARE BRENDAN T COOPER TTEE
261380672,TOM T EAST SR AND ALICE K EAST AND ALICE H EAST AND ROBERT C EAST WILDL
752153006,JOANNE HERBERT STROUD FOUNDATION
760521061,GODS EXPLOITS INC
311657406,MATAGORDA ISLAND FOUNDATION INC
466821204,WD AND LIZZIE SWANN LONG CHARITABLE TR DONALD SMITH TTEE
752256928,THE GREEN FOUNDATION INC
760538014,GODS SHARE FOUNDATION INC
731444898,BEES INCORPORATED
752955901,TROUBLED WATERS
266143774,LORETTA D@LOWE CHARITABLE TRUST LORETTA D LOWE TTEE
261706331,LOIS MOSELEY WATERS CHARITABLE TRUST
300736697,ETHICIAN FOUNDATION
463021077,ANGELA AND HOLLIS GREENLAW LEGACY FOUNDATION
752928842,MCGREW FOUNDATION
391794712,
811320422,
463082698,
597264807,
46007926,
471206778,
46026213,
474969478,
474246128,
472317604,
716082014,
742656448,
486103986,
742652354,
526029442,
526029044,
455060032,
956137396,
472840205,
446006439,
746176901,
752935050,
466992999,
811596257,
66189534,
200271577,
900693451,
473764464,
66027675,
46023228,
562402143,
752483363,
