DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER,2018
,752307181,,,,,,,,,,,,,,,,,213 POISE N IVY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1022 ERIN DR,DALLAS,TX,,C42,813410.0,75228.0,IN,,199301.0,48113.0,16.0,1920.0,1922.0,,,,,5.0,0.2475537718566626,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307185,,,,,,,,,,,,,,,,,218 SHADES OF GREEN GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,9701 BURLESON DR,DALLAS,TX,,C42,813410.0,75225.0,IN,,199301.0,48113.0,16.0,1920.0,1922.0,,,,,5.0,0.9214852035985556,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307228,,,,,,,,,,,,,,,,,280 ENNIS GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 784,ENNIS,TX,,C42,813410.0,75119.0,IN,,199301.0,48139.0,16.0,1920.0,1922.0,,,,,5.0,0.6179091894639812,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307229,,,,,,,,,,,,,,,,,284 EVERMAN GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,5490 WHISPERING OAKS LN,FORT WORTH,TX,,C42,813410.0,76140.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.6238303418718046,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307237,,,,,,,,,,,,,,,,,2016 CANDLERIDGE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,4510 RAWHIDE CT,GRANBURY,TX,,C42,813410.0,76133.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.4966182351552274,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307241,,,,,,,,,,,,,,,,,294 EDGECLIFF GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,6104 CLIFFSIDE DR,FORT WORTH,TX,,C42,813410.0,76134.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.8013500634844859,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307247,,,,,,,,,,,,,,,,,306 LAKE COUNTRY WILD FLOWERS,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,7340 ROCKY FORD RD,FORT WORTH,TX,,C42,813410.0,76179.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.8062413816561835,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307263,,,,,,,,,,,,,,,,,263 LAND O LAKES GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,250 CROSS TIMBERS DR,DOUBLE OAK,TX,,C42,813410.0,75067.0,IN,,199301.0,48121.0,16.0,1920.0,1922.0,,,,,5.0,0.1335040584107251,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307280,,,,,,,,,,,,,,,,,BROWNING COMMUNITY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,578 COUNTY ROAD 4953,KEMPNER,TX,,C42,813410.0,76522.0,IN,,199301.0,48099.0,16.0,,3810.0,,,,,5.0,0.6739186883721601,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307415,,,,,,,,,,,,,,,,,674 SUNNYVALE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,402 TOWER PL,SUNNYVALE,TX,,C42,813410.0,75182.0,IN,,199301.0,48113.0,16.0,1920.0,1922.0,,,,,5.0,0.2977034071468999,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307423,,,,,,,,,,,,,,,,,909 TERRELL GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,601 N FRANCES ST,TERRELL,TX,,C42,813410.0,75161.0,IN,,199301.0,48257.0,16.0,1920.0,1922.0,,,,,5.0,0.6583642704585361,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307428,,,,,,,,,,,,,,,,,922 AZALEA GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,18857 FALLS CREEK DR,FLINT,TX,,C42,813410.0,75801.0,IN,,199301.0,48001.0,16.0,,,,,,,5.0,0.8596766014816344,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307433,,,,,,,,,,,,,,,,,2034 TYLER AREA COUNCIL GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1305 E NECHES ST,PALESTINE,TX,,C42,813410.0,75704.0,IN,,199301.0,48423.0,16.0,,8640.0,,,,,5.0,0.05995360967137564,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307453,,,,,,,,,,,,,,,,,338 WAVERLY PARK GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,11009 WHITESTONE RANCH RD,BENBROOK,TX,,C42,813410.0,76126.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.11394747214584533,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307454,,,,,,,,,,,,,,,,,2082 HENDERSON COUNTY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,10842 COUNTY ROAD 1200,ATHENS,TX,,C42,813410.0,75751.0,IN,,199301.0,48213.0,16.0,1920.0,1922.0,,,,,5.0,0.510974954648197,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307593,,,,,,,,,,,,,,,,,2094 DISTRICT X,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1804 MIDCREST DR,PLANO,TX,,C42,813410.0,75160.0,IN,,199301.0,48257.0,16.0,1920.0,1922.0,,,,,5.0,0.5707640612844759,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307596,,,,,,,,,,,,,,,,,651 CEDAR CREEK LAKE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,112 PLANTATION DR,GUN BARREL CY,TX,,C42,813410.0,75143.0,IN,,199301.0,48213.0,16.0,1920.0,1922.0,,,,,5.0,0.3613542083438868,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307598,,,,,,,,,,,,,,,,,2085 DISTRICT I,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,4200 GLENEAGLES DR,MIDLAND,TX,,C42,813410.0,79407.0,IN,,199301.0,48303.0,16.0,,4600.0,,,,,5.0,0.009139685031860691,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307599,,,,,,,,,,,,,,,,,,20.0,3.0,201712.0,0.0,0.0,TNT JUDGES STUDY CLUB,2904 VINSON LN,PLANO,TX,,C42,813410.0,75093.0,IN,,201512.0,48085.0,16.0,1920.0,1922.0,4112.0,16eofinextractez.dat,201412.0,1033.0,12.0,0.8570284446733522,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307607,,,,,,,,,,,,,,,,,2087 DISTRICT III,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,610 TOWN OAKS CIR,KILGORE,TX,,C42,813410.0,75935.0,IN,,199301.0,48419.0,16.0,,,,,,,5.0,0.11043250175055884,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307776,,,,,,,,,,,,,,,,,706 DOGWOOD GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1529 FM 2149 W,NEW BOSTON,TX,,C42,813410.0,75570.0,IN,,199301.0,48037.0,16.0,,8360.0,,,,,5.0,0.2923073910650611,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307778,,,,,,,,,,,,,,,,,714 NEWTON GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 803,NEWTON,TX,,C42,813410.0,75966.0,IN,,199301.0,48351.0,16.0,,,,,,,5.0,0.07435429005638894,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307787,,,,,,,,,,,,,,,,,729 OVILLA GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,104 WALNUT DR,OAK LEAF,TX,,C42,813410.0,75154.0,IN,,199301.0,48139.0,16.0,1920.0,1922.0,,,,,5.0,0.576880907722671,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307794,,,,,,,,,,,,,,,,,732 DOGWOOD GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 160,NECHES,TX,,C42,813410.0,75801.0,IN,,199301.0,48001.0,16.0,,,,,,,5.0,0.6012775118198976,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307831,,,,,,,,,,,,,,,,,862 SEMINOLE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,301 SW 18TH ST,SEMINOLE,TX,,C42,813410.0,79355.0,IN,,199301.0,48501.0,16.0,,,,,,,5.0,0.3411441917870591,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307847,,,,,,,,,,,,,,,,,235 WOODLAND GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,3014 SAN PAULA AVE,DALLAS,TX,,C42,813410.0,75238.0,IN,,199301.0,48113.0,16.0,1920.0,1922.0,,,,,5.0,0.04367053073350125,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752307871,,,,,,,,,,,,,,,,,340 WESTERN HILLS GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,4321 ROWAN DR,FORT WORTH,TX,,C42,813410.0,76116.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.107378602055467,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752313449,,,,,,,,,,,,,,,,,,20.0,3.0,201712.0,0.0,0.0,NACOGDOCHES DAYLILY SOCIETY,625 COUNTY ROAD 213,NACOGDOCHES,TX,,C40,712130.0,75965.0,IN,,199112.0,48347.0,16.0,,,,,,,12.0,0.5783418598684814,C40,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752319555,,,,,,,,,,,,,,,,,2127 DENTON COUNCIL OF G CS,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,250 CROSS TIMBERS DR,DOUBLE OAK,TX,,C42,813410.0,75077.0,IN,,199301.0,48121.0,16.0,1920.0,1922.0,,,,,5.0,0.059122444128189226,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752320741,,,,,,,,,,,,,,,,,2139 FT WORTH COUNCIL OF NAFSJS,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,3120 WINTERGREEN TER,GRAPEVINE,TX,,C42,813410.0,76051.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.5112819321730999,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752335734,,,,,,,,,,,,,,,,,581 JESSIE ALLEN WISE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,402 MAGNOLIA DR,JEFFERSON,TX,,C42,813410.0,75657.0,IN,,199301.0,48315.0,16.0,,,,,,,5.0,0.4210721243383452,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752338538,,,,,,,,,,,,,,,,,914 ROSE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,6501 N PARK RD,TEXARKANA,TX,,C42,813410.0,75503.0,IN,,199301.0,48037.0,16.0,,8360.0,,,,,5.0,0.27187473769237225,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752343282,,,,,,,,,,,,,,,,,,20.0,3.0,201712.0,0.0,0.0,DALLAS PALEONTOLOGICAL SOCIETY,PO BOX 223846,DALLAS,TX,,C99,813312.0,75222.0,IN,,201407.0,48113.0,16.0,1920.0,1922.0,53006.0,16eofinextractez.dat,201512.0,25684.0,12.0,0.07901255335413893,C99,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752352642,,,,,,,,,,,,,,,,,631 TEJAS GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,3345 E HOUSTON ST,PARIS,TX,,C42,813410.0,75460.0,IN,,199301.0,48277.0,16.0,,,,,,,5.0,0.900824694312212,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752353065,,,,,,,,,,,,,,,,,631 L-M CIVIC GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,20376 W FM 580,LOMETA,TX,,C42,813410.0,76853.0,IN,,199301.0,48281.0,16.0,,,,,,,5.0,0.0347761345229991,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752353369,,,,,,,,,,,,,,,,,62 REAGAN GARDEN CLUB,20.0,3.0,201712.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 42,BIG LAKE,TX,,C42,813410.0,76932.0,IN,,199301.0,48383.0,16.0,,,,,,,12.0,0.9368684344589304,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752353439,,,,,,,,,,,,,,,,,766 PLANO GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,2517 TIMBERCREEK DR,PLANO,TX,,C42,813410.0,75023.0,IN,,199301.0,48085.0,16.0,1920.0,1922.0,,,,,5.0,0.778413114767159,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752353670,,,,,,,,,,,,,,,,,1042 MESQUITE GARDEN CLUB,20.0,3.0,201712.0,0.0,0.0,TEXAS GARDEN CLUBS INC,3208 ROCKNE LN,MESQUITE,TX,,C42,813410.0,75150.0,IN,,199301.0,48113.0,16.0,1920.0,1922.0,,,,,12.0,0.398224824418656,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752354976,,,,,,,,,,,,,,,,,124 TOWN & COUNTRY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1685 FM 128,PECAN GAP,TX,,C42,813410.0,75469.0,IN,,199301.0,48119.0,16.0,,,,,,,5.0,0.6311805811524136,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752355767,,,,,,,,,,,,,,,,,1060 LOUISE DRAKE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,3092 WOODGLEN DR,COMMERCE,TX,,C42,813410.0,75428.0,IN,,199301.0,48231.0,16.0,1920.0,1922.0,,,,,5.0,0.9532657274869124,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752357694,,,,,,,,,,,,,,,,,2013 DESIGNERS WITH FLAIR,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUB INC,2829 ROCK HILL RD,AUBREY,TX,,C42,813410.0,76227.0,IN,,199301.0,48121.0,16.0,1920.0,1922.0,,,,,5.0,0.1716852657141502,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752358947,,,,,,,,,,,,,,,,,800 RAYBURN BLOOMERS GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,207 ARROWCREST DR,BROOKELAND,TX,,C42,813410.0,75931.0,IN,,199301.0,48241.0,16.0,,,,,,,5.0,0.6166449263403981,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752359070,,,,,,,,,,,,,,,,,929 GREEN ACRES GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,13460 COUNTY ROAD 468,TYLER,TX,,C42,813410.0,75704.0,IN,,199301.0,48423.0,16.0,,8640.0,,,,,5.0,0.27935098161490923,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752359859,,,,,,,,,,,,,,,,,2081 BLUEBONNET GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,204 REDWOOD DR,TEXARKANA,TX,,C42,813410.0,75501.0,IN,,199301.0,48037.0,16.0,,8360.0,,,,,5.0,0.8631260412675432,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752360557,,,,,,,,,,,,,,,,,372 LADYBUG GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,9806 RAVENSWOOD RD,GRANBURY,TX,,C42,813410.0,76049.0,IN,,199301.0,48221.0,16.0,2800.0,1922.0,,,,,5.0,0.14514928291510332,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752360559,,,,,,,,,,,,,,,,,600 KILGORE GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,2922 HOUSTON ST,KILGORE,TX,,C42,813410.0,75666.0,IN,,199301.0,48401.0,16.0,,,,,,,5.0,0.4215667211920425,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752360576,,,,,,,,,,,,,,,,,1039 JACKSBORO GARDEN CLUB,20.0,3.0,201705.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 810,JACKSBORO,TX,,C42,813410.0,76458.0,IN,,199301.0,48237.0,16.0,,,,,,,5.0,0.8829269710906876,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752360622,,,,,,,,,,,,,,,,,675 MEXIA GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,6223 FM 39 N,MEXIA,TX,,C42,813410.0,76667.0,IN,,199301.0,48161.0,16.0,,,,,,,5.0,0.5630835041264686,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752360692,,,,,,,,,,,,,,,,,17 ARLINGTON GARDEN CLUB,20.0,3.0,201712.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1616 W ABRAM ST,ARLINGTON,TX,,C42,813410.0,76012.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,12.0,0.5513519056639321,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752361156,,,,,,,,,,,,,,,,,,20.0,3.0,201705.0,0.0,0.0,TARRANT COALITION FOR ENVIRONMENTAL AWARENESS,1515 8TH AVE,FORT WORTH,TX,,C0160,813319.0,76119.0,IN,,199107.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.2706546457335003,C016,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752363561,,,,,,,,,,,,,,,,,911 DAISY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,480 MYRTLE SPRINGS RD,TEXARKANA,TX,,C42,813410.0,75503.0,IN,,199301.0,48037.0,16.0,,8360.0,,,,,5.0,0.21365600202709634,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752365166,,,,,,,,,,,,,,,,,342 FRANKSTON GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,10727 WINDROCK DR,FRANKSTON,TX,,C42,813410.0,75763.0,IN,,199301.0,48213.0,16.0,1920.0,1922.0,,,,,5.0,0.4989789119912905,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752365170,,,,,,,,,,,,,,,,,2014 FORNEY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,12066 MUSTANG CIR,FORNEY,TX,,C42,813410.0,75126.0,IN,,199301.0,48257.0,16.0,1920.0,1922.0,,,,,5.0,0.6776344326623752,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752365224,,,,,,,,,,,,,,,,,958 GARDENERS CLUB OF PARKER CO,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1514 N LAKE DR,WEATHERFORD,TX,,C42,813410.0,76020.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.8174190136682202,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752366477,,,,,,,,,,,,,,,,,2072 SOUTHWEST AMARILLO GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,1400 STREIT DR,AMARILLO,TX,,C42,813410.0,79106.0,IN,,199301.0,48375.0,16.0,,320.0,,,,,5.0,0.5346918432947141,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752366482,,,,,,,,,,,,,,,,,242 GARDENIA GARDEN CLUB,20.0,3.0,201705.0,0.0,0.0,TEXAS GARDEN CLUBS INC,858 FM 3165,DE KALB,TX,,C42,813410.0,75559.0,IN,,199301.0,48037.0,16.0,,8360.0,,,,,5.0,0.2999188993563259,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752368049,,,,,,,,,,,,,,,,,1064 OAK CLUSTER GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 123015,FORT WORTH,TX,,C42,813410.0,76111.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.20769893458912592,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752368752,,,,,,,,,,,,,,,,,727 ORE CITY GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,13731 SHAMROCK RD,DIANA,TX,,C42,813410.0,75647.0,IN,,199301.0,48459.0,16.0,,4420.0,,,,,5.0,0.7100372428915973,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752370011,,,,,,,,,,,,,,,,,2086 DISTRICT II,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,317 HARVEY TRL,AZLE,TX,,C42,813410.0,76116.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.18559720193837195,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752371357,,,,,,,,,,,,,,,,,DIST III COUNCIL OF ACCREDITED FSJ,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,211 PALO GAUCHO LN E,HEMPHILL,TX,,C42,813410.0,75966.0,IN,,199301.0,48351.0,16.0,,,,,,,5.0,0.4811806802507794,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752371706,,,,,,,,,,,,,,,,,SOGETSU SCHOOL OF IKEBANA-DALLAS,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUB INC,3717 PILOT DR,PLANO,TX,,C42,813410.0,75093.0,IN,,199301.0,48085.0,16.0,1920.0,1922.0,,,,,5.0,0.06244435149873229,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752379427,,,,,,,,,,,,,,,,,,20.0,3.0,201709.0,0.0,0.0,KEEP PALESTINE BEAUTIFUL INC,502 N QUEEN ST,PALESTINE,TX,,C50,813312.0,75802.0,IN,,199107.0,48001.0,15.0,,,,,,,9.0,0.07017429622594508,C50,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752380386,,,,,,,,,,,,,,,,,1559 FLOWER MOUND,60.0,3.0,,,,SPIRITUAL ASSEMBLY OF THE BAHAIS OF FLOWER MOUND,2117 HEATHER RIDGE CT,FLOWER MOUND,TX,,C41,712130.0,75027.0,IN,,196506.0,48121.0,10.0,1920.0,1922.0,,,,,,0.8640177110800933,C41,C,C,PC,EN,C,EN,O,EN,OT,N,N,1.0
,752384515,,,,,,,,,,,,,,,,,,1.0,3.0,201803.0,5329.0,852.0,DALLAS AREA HISTORICAL ROSE SOCIETY,2204 CANYON CREEK PLZ,RICHARDSON,TX,,C42,813410.0,75080.0,IN,,201405.0,48113.0,4.0,1920.0,1922.0,,,,,3.0,0.1358329735984415,C42,C,C,PF,EN,C,EN,S,EN,OT,Y,N,1.0
,752388995,,,,,,,,,,,,,,,,,313 NEWCOMERS GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,4312 BELLAIRE DR S APT 134,FORT WORTH,TX,,C42,813410.0,76116.0,IN,,199301.0,48439.0,16.0,2800.0,1922.0,,,,,5.0,0.31577540087537725,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752393798,,,,,,,,,,,,,,,,,1097 OCOTILLO GARDEN,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,PO BOX 1241,ANDREWS,TX,,C42,813410.0,79714.0,IN,,199301.0,48003.0,16.0,,,,,,,5.0,0.8371773492725297,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752395901,,,,,,,,,,,,,,,,,2048 KILGORE AREA COUNCIL OF G C,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,501 HIGGINBOTHAM RD,KILGORE,TX,,C42,813410.0,75662.0,IN,,199301.0,48183.0,16.0,,4420.0,,,,,5.0,0.6444097512870449,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752396398,,,,,,,,,,,,,,,,,IOWA PARK GARDEN CLUB,20.0,3.0,201805.0,0.0,0.0,TEXAS GARDEN CLUBS INC,128 PARK PLACE CIR,IOWA PARK,TX,,C42,813410.0,76367.0,IN,,199301.0,48485.0,16.0,,9080.0,,,,,5.0,0.9648486221241952,C42,C,C,PC,EN,C,EN,O,EN,OT,Y,Y,1.0
,752398366,,,,,,,,,,,,,,,,,PINEY WOODS,20.0,8.0,201712.0,0.0,0.0,HERMANN SONS LIFE,133 COUNTY ROAD 3022,CARTHAGE,TX,,C36,813312.0,75633.0,IN,,194005.0,48365.0,0.0,,,,,,,12.0,0.5412883723029409,C36,C,C,O,EN,C,EN,O,EN,OT,Y,Y,1.0
