DLN,EIN,FILING_TYPE,IRS990EZ_p3_DscrptnPrgrmSrvcAccmTxt,IRS990EZ_p3_PrmryExmptPrpsTxt,IRS990PF_p16b_RltnshpSttmntTxt,IRS990PF_p9a_DscrptnTxt,IRS990ScheduleO_ExplntnTxt,IRS990_p1_ActvtyOrMssnDsc,IRS990_p3_DscS,IRS990_p3_MssnDsc,OBJECT_ID,RETURN_ID,RETURN_TYPE,SUB_DATE,TAXPAYER_NAME,TAX_PERIOD,YEAR,Real_Year,ACCPER,ADDRESS,ASSETS,CASSETS,CFINSRC,CITY,CTAXPER,CTOTREV,EPOST,FILER,FIPS,FISYR_IMAGE,FNDNCD,FRCD,GEN,INCOME,IRS990n,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,MSA_NECH,NAICS,NAME,NTEE1,NTEECC,NTEECONF,NTEEFINAL,NTEESRC,NTMAJ10,NTMAJ12,NTMAJ5,OUTNCCS,OUTREAS,PFFRCD,PMSA,RANDNUM,RULEDATE,RandNum,SEC_NAME,STATE,SUBSECCD,TAXPER,YEAR_NCCS,ZFILER,ZIP5,cAssets,cFiler,cFinSrc,cTaxPer,cTotRev,czFiler,nteeConf,nteeFinal,nteeFinal1,ntmaj10,ntmaj12,ntmaj5
93492142003078.0,454689386,EFILE,Helped secure land donation to city park. Continuing efforts to assure compliance with adjoining land development agreements,Protection of City Park,,,,,,,2.0182142934920032e+17,15675257.0,990EO,9/11/2018 9:39:26 AM,SAN ANTONIANS UNITED FOR THE PROTECTION OF HARDBERGER PARK,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493199005458.0,760388046,EFILE,,,,,,"HOLDING TITLE TO PROPERTY, COLLECTING THE INCOME THEREFROM, AND TURNING OVER THE ENTIRE AMOUNT LESS EXPENSES TO THE SEALY & SMITH FOUNDATION.",.,"HOLDING TITLE TO PROPERTY, COLLECTING THE INCOME THEREFROM, AND TURNING OVER THE ENTIRE AMOUNT LESS EXPENSES TO THE SEALY & SMITH FOUNDATION.",2.0180199934930054e+17,15745591.0,990O,9/28/2018 11:26:15 PM,HARBOR PROPERTIES,201712.0,2018.0,2017.0,12.0,2200 MARKET ST STE 500,16789710.0,17972186.0,16eofinextract990.dat,GALVESTON,201512.0,331441.0,,Y,48167.0,,0.0,10.0,,1555811.0,,O,O,EN,C,C,3362.0,813312.0,HARBOR PROPERTIES,C,C99,,C99,,EN,EN,OT,IN,,,2920.0,0.05190115177594668,199406.0,,,TX,2.0,201712.0,2018.0,N,77550.0,,,,,,,,,,,,
93493227014398.0,742488227,EFILE,,,,,,CONSERVATION OF NATIVE HABITAT IN THE RIO GRANDE VALLEY OF TEXAS,"PROMOTION OF NATURE CONSERVATION THROUGH STEWARDSHIP OF CONSERVED PROPERTIES, PARTICIPATION IN ENVIRONMENTAL PARTNERSHIPS, PUBLICATION OF EDUCATIONAL MATERIALS, AND SPONSORSHIP OF NATURE PHOTOGRAPHY CONTEST.","THE VALLEY LAND FUND WORKS TO PRESERVE, EXPAND AND ENHANCE THE NATIVE LIFE HABITAT OF THE RIO GRANDE VALLEY",2.0184227934930144e+17,15787272.0,990,10/12/2018 1:06:55 PM,VALLEY LAND FUND INC,201709.0,2018.0,2017.0,9.0,2400 N 10TH ST STE A,3920918.0,2668245.0,16eofinextract990.dat,MCALLEN,201509.0,612979.0,,Y,48215.0,,15.0,10.0,,614128.0,,PC,O,EN,C,C,4880.0,813312.0,VALLEY LAND FUND INC,C,C34,,C34,,EN,EN,OT,IN,,,,0.6622534066182469,198804.0,,,TX,3.0,201709.0,2018.0,N,78501.0,,,,,,,,,,,,
93493218010528.0,760447336,EFILE,,,,,,BUILD A COALITION OF INTEREST TO FOSTER AND STRENGTHEN RELATIONSHIP BETWEEN THE RICE INDUSTRY AND THE NATURAL RESOURCES OF OUR RICE PRODUCING AREA.,BUILD A COALITION OF INTERESTS TO FOSTER AND STRENGTHENRELATIONSHIP BETWEEN THE RICE INDUSTRY AND THE NATURALRESOURCES OF OUR RICE PRODUCING AREA.,BUILD A COALITION OF INTERESTS TO FOSTER AND STRENGTHEN RELATIONSHIP BETWEEN THE RICE INDUSTRY AND THE NATURAL RESOURCES OF OUR RICE PRODUCING AREA.,2.0182218934930106e+17,15736117.0,990,9/27/2018 11:57:11 AM,TEXAS RICE INDUSTRY COALITION FOR THE ENVIRONMENT,201712.0,2018.0,2017.0,12.0,PO BOX 644,1442151.0,1172648.0,16eofinextract990.dat,PIERCE,201512.0,686463.0,,Y,48481.0,,15.0,10.0,,509902.0,,PC,O,EN,C,C,,813319.0,TEXAS RICE INDUSTRY COALITION FOR THE ENVIRONMENT,C,C013,,C0130,,EN,EN,OT,IN,,,,0.29453067792819665,199507.0,,TEXAS R I C E,TX,3.0,201712.0,2018.0,N,77467.0,,,,,,,,,,,,
93492169003098.0,756044251,EFILE,RECEPTION TO RECOGNIZE NOBLE ENERGY FOR THEIR CONTRIBUTIONS TO THE OIL & GAS INDUSTRY.##RECEPTION TO RECOGNIZE DOUBLE EAGLE ENERGY FOR THEIR CONTRIBUTIONS TO THE OIL & GAS INDUSTRY.##RECEPTION TO RECOGNIZE XTO ENERGY FOR THEIR CONTRIBUTIONS TO THE OIL & GAS INDUSTRY.,PROMOTE THE OIL & GAS BUSINESS,,,,,,,2.0184169934920032e+17,15704279.0,990EO,9/18/2018 8:08:59 PM,FORT WORTH WILDCAT COMMITTEE,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492219001328.0,465679660,EFILE,"GRANTS TO THE CITY OF GALVESTON, TEXAS FOR DONOR WALL MURALS, POOL MURALS, POOL LIFE VESTS AND POOL OPENING CATERING.##PROVIDE FUNDING AND VOLUNTEER SERVICES TO THE CITY OF GALVESTON, TEXAS IN ORDER TO IMPROVE ITS PARKS AND RECREATION CENTERS.",PROVIDE FUNDING AND VOLUNTEER SERVICES TO THE CITY OF GALVESTON IN ORDER TO IMPROVE ITS PARKS AND RECREATION CENTERS.,,,"PROVIDE FUNDING AND VOLUNTEER SERVICES TO THE CITY OF GALVESTON IN ORDER TO IMPROVE ITS PARKS AND RECREATION CENTERS.##PROVIDE FUNDING AND VOLUNTEER SERVICES TO THE CITY OF GALVESTON, TEXAS IN ORDER TO IMPROVE ITS PARKS AND RECREATION CENTERS.",,,,2.0182219934920013e+17,15740396.0,990EZ,9/28/2018 10:13:05 AM,BETTER PARKS FOR GALVESTON,201712.0,2018.0,2017.0,12.0,527 21ST STREET BOX 76,140610.0,1048319.0,16eofinextract990.dat,GALVESTON,201512.0,1043258.0,,Y,48167.0,,15.0,10.0,,68088.0,,PC,O,EN,C,C,3362.0,813312.0,BETTER PARKS FOR GALVESTON,C,C30,,C30,,EN,EN,OT,IN,,,2920.0,0.4726756029005077,201409.0,,,TX,3.0,201712.0,2018.0,N,77550.0,,,,,,,,,,,,
93493177002148.0,620604364,EFILE,,,,,"Program Service Expenses 3,145, Grants and allocations 0, Revenue 0 WEBSITE SUPPORT FOR MEMBERS AND FOR THE PUBLIC##Program Service Expenses 4,932, Grants and allocations 0, Revenue 0 INSURANCE PROGRAM FOR MEMBERS##Program Service Expenses 156, Grants and allocations 0, Revenue 0 MISCELLANEOUS","ORGANIZED TO STIMULATE WIDESPREAD INTEREST IN THE PROPAGATION AND CULTURE OF AFRICAN VIOLETS, TO PROMOTE WAYS AND MEANS FOR THE DISTRIBUTION OF ALL VARIETIES AND SPECIES, AND TO GATHER AND PUBLISH RELIABLE AND PRACTICAL INFORMATION CONCERNING THE CULTURE AND PROPAGATION OF THE AFRICAN VIOLET.","ORGANIZATION PROVIDES A MAGAZINE TO ITS MEMBERS TO PROMOTE DISTRIBUTION OF ALL VARIETIES AND SPECIES OF THE AFRICAN VIOLET, AND TO PROVIDE INFORMATION ON THE ORGANIZATION, PROPAGATION, RESEARCH AND GROWING OF THE AFRICAN VIOLET##ORGANIZATION HOSTS CONVENTIONS AND OTHER MEETINGS ANNUALLY TO PROMOTE THE GROWING AND ADVANCEMENT IN THE HORTICULTURAL FORMATION OF THE AFRICAN VIOLET##RESEARCH EXPENSES TO PROFESSOR FOR QUALIFIED RESEARCH RELATING TO AFRICAN VIOLETS","ORGANIZED TO STIMULATE WIDESPREAD INTEREST IN THE PROPAGATION AND CULTURE OF AFRICAN VIOLETS, TO PROMOTE WAYS AND MEANS FOR THE DISTRIBUTION OF ALL VARIETIES AND SPECIES, AND TO GATHER AND PUBLISH RELIABLE AND PRACTICAL INFORMATION CONCERNING THE CULTURE AND PROPAGATION OF THE AFRICAN VIOLET.",2.0184177934930022e+17,15713404.0,990,9/20/2018 6:56:03 PM,AFRICAN VIOLET SOCIETY OF AMERICA INC,201712.0,2018.0,2017.0,12.0,2375 NORTH ST,384564.0,379344.0,16eofinextract990.dat,BEAUMONT,201512.0,275974.0,,Y,48245.0,,16.0,10.0,,250152.0,,PC,O,EN,C,C,840.0,813410.0,THE AFRICAN VIOLET SOCIETY OF AMERICA INC,C,C42,,C42,,EN,EN,OT,IN,,,,0.8315728326304701,198806.0,,,TX,3.0,201712.0,2018.0,N,77702.0,,,,,,,,,,,,
93493212008378.0,741956079,EFILE,,,,,,"Promote unity and enhancement among various water district operations in Texas through education and unification of water district operations,regional meetings, lectures and courses on a regular basis and monitoring proposed regulations affecting water districts.","Conferences and Seminars: The Association holds two major conferences annually - the Mid-Winter Conference and the Summer Conference. In addition, seminars are held twice a year, in the Spring and in the Fall.##Committee Activities and Trustee Workshops: The Associations Board of Trustees and the committees established by the Board provide members with up-to-date information on various matters that directly affect water districts, including legislative planning initiatives,road and storm water maintenance ideas, metal theft prevention, and the regulatory environment and governmental affairs; and organize workshops to plan the effective implementation of annual and seasonal events.##Member Services: Member services include maintenance of membership database, communications with members, and addressing members inquiries, concerns and needs. In addition, the Association publishes information journals in the Winter, Spring, Summer and Fall, which are distributed to the members.","Promote unity and enhancement among various water district operations in Texas through education and unification of water district operations,regional meetings, lectures and courses on a regular basis and monitoring proposed regulations affecting water districts.",2.0182212934930083e+17,15724821.0,990O,9/25/2018 6:55:12 AM,ASSOCIATION OF WATER BOARD DIRECTORS - TEXAS,201712.0,2018.0,2017.0,12.0,400 RANDAL WAY STE 307,2866978.0,2318454.0,16eofinextract990.dat,SPRING,201512.0,1881539.0,,Y,48201.0,,0.0,10.0,,2094710.0,,O,O,EN,C,C,3362.0,813920.0,ASSOCIATION OF WATER BOARD DIRECTORS INCORPORATED,C,C033,,C0332,,EN,EN,OT,IN,,,3360.0,0.15590585423109438,197805.0,,,TX,4.0,201712.0,2018.0,N,77388.0,,,,,,,,,,,,
93492135057658.0,752645064,EFILE,MIRACLE FIELD FOR DISABLED CHILDREN,Funding of city parks.,,,,,,,2.0180135934920576e+17,15709729.0,990EZ,9/20/2018 7:59:56 AM,LONGVIEW PARKS AND LEISURE SERVICES FOUNDATION,201712.0,2018.0,2017.0,12.0,PO BOX 2761,108728.0,416460.0,16eofinextractez.dat,LONGVIEW,201512.0,183024.0,,Y,48183.0,,15.0,20.0,,2916.0,,PC,S,ZB,C,C,4420.0,813219.0,LONGVIEW PARKS & LEISURE SERVICES FOUNDATION,C,C125,,C1250,,EN,EN,OT,IN,,,,0.7834257407651224,199611.0,,,TX,3.0,201712.0,2018.0,N,75606.0,,,,,,,,,,,,
93492207009108.0,203423114,EFILE,"SAINTS AND PELICANS GULF COAST RENEWAL PROMOTES FUND RAISING TO HELP RESTORE LOUISIANA'S FRAGILE WETLANDS, WHICH HAVE BEEN SEVERELY DAMAGED BY MAJOR HURRICANES AND THE BP PLC OIL SPILL.","SAINTS AND PELICANS GULF COAST RENEWAL PROMOTES FUND RAISING TO HELP RESTORE LOUISIANA'S FRAGILE WETLANDS, WHICH HAVE BEEN SEVERELY DAMAGED BY MAJOR HURRICANES AND THE BP PLC OIL SPILL.",,,,,,,2.018020793492009e+17,15734851.0,990EZ,9/27/2018 6:52:20 AM,SAINTS AND PELICANS GULF COAST RENEWAL,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493190013698.0,742690768,EFILE,,,,,,"TO DEVELOP AND EXPAND THE AWARENESS OF MCALLEN'S CITIZENS AND VISITORS ABOUT LITTERING AND PROPER DISPOSAL OF WASTE, AND TO PROMOTE THE BEAUTIFICATION AND PRESERVATION OF MCALLEN'S NATURAL BEAUTY.",VARIOUS BEAUTIFICATION PROJECTS WERE COMPLETED THROUGHOUT THE CITY OF MCALLEN TO PRESERVE ITS NATURAL BEAUTY.,"TO DEVELOP AND EXPAND THE AWARENESS OF MCALLEN'S CITIZENS AND VISITORS ABOUT LITTERING AND PROPER DISPOSAL OF WASTE, AND TO PROMOTE THE BEAUTIFICATION AND PRESERVATION OF MCALLEN'S NATURAL BEAUTY.",2.0184190934930138e+17,15715840.0,990,9/21/2018 7:55:30 AM,KEEP MCALLEN BEAUTIFUL INC,201709.0,2018.0,2017.0,9.0,PO BOX 220,66398.0,62101.0,16eofinextract990.dat,MCALLEN,201509.0,211383.0,,Y,48215.0,,15.0,10.0,,196014.0,,PC,O,EN,C,C,4880.0,813312.0,KEEP MCALLEN BEAUTIFUL INC,C,C50,,C50,,EN,EN,OT,IN,,,,0.2509805143663686,199408.0,,,TX,3.0,201709.0,2018.0,N,78505.0,,,,,,,,,,,,
93491198002018.0,746104793,EFILE,,,,,,,,,2.018119893491002e+17,15757115.0,990PF,10/2/2018 7:46:52 PM,PAN AMERICAN ROUND TABLE OF LAREDO,201805.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492135066528.0,751666070,EFILE,"KEEP LONGVIEW BEAUTIFUL SEEKS TO EDUCATE AND ENGAGE THE COMMUNITY OF LONGVIEW, TEXAS TO TAKE RESPONSIBILITY FOR IMPROVING THEIR ENVIRONMENT THROUGH LITTER PREVENTION, BEAUTIFICATION, AND WASTE REDUCTION.","KEEP LONGVIEW BEAUTIFUL SEEKS TO EDUCATE AND ENGAGE THE COMMUNITY OF LONGVIEW, TEXAS TO TAKE RESPONSIBILITY FOR IMPROVING THEIR ENVIRONMENT THROUGH LITTER PREVENTION, BEAUTIFICATION, AND WASTE REDUCTION.",,,,,,,2.0182135934920666e+17,15718475.0,990EZ,9/21/2018 7:34:07 PM,KEEP LONGVIEW BEAUTIFUL INC,201712.0,2018.0,2017.0,12.0,PO BOX 552,105672.0,142064.0,16eofinextractez.dat,LONGVIEW,201512.0,87035.0,,Y,48183.0,,16.0,10.0,,65790.0,,PC,O,EN,C,C,4420.0,813312.0,KEEP LONGVIEW BEAUTIFUL INC,C,C50,,C50,,EN,EN,OT,IN,,,,0.18081631126881806,198002.0,,,TX,3.0,201712.0,2018.0,N,75606.0,,,,,,,,,,,,
93491137006078.0,201032167,EFILE,,,,N/A,,,,,2.018213793491006e+17,15753254.0,990PF,10/2/2018 8:31:13 AM,EVEREST FOUNDATION,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492214006108.0,273340044,EFILE,"The Alliance is currently raising funds to repair and improve the hiking and equestrian trails in the park. We raised funds for a new equestrian bridge and an Interpretive Center as part of our ongoing mission. For much of the year, the Greenbelt Trail has been closed by Texas Parks and Wildlife due to extreme flooding in our area. We are planning major improvements once the trail has reopened.","The Greenbelt Alliance is a community-based, volunteer organization to protect and enhance the Greenbelt Trail. Our mission is to preserve the Greenbelt in its present scenic, natural state.",,,,,,,2.018021493492006e+17,15755532.0,990EZ,10/2/2018 5:19:55 PM,GREENBELT ALLIANCE OF DENTON COUNTY,201709.0,2018.0,2017.0,9.0,2459 W BLACKJACK RD,55654.0,34032.0,16eofinextractez.dat,AUBREY,201509.0,18154.0,,Y,48121.0,,15.0,10.0,,104936.0,,PC,O,EN,C,C,1922.0,813319.0,GREENBELT ALLIANCE OF DENTON COUNTY,C,C01,,C01,,EN,EN,OT,IN,,,1920.0,0.5561844200550471,201301.0,,,TX,3.0,201709.0,2018.0,N,76227.0,,,,,,,,,,,,
93493193015518.0,742924909,EFILE,,,,,THE COASTAL BEND BAYS & ESTUARIES PROGRAM FUNCTIONS AS THE ORGANIZATION RESPONSIBLE FOR IMPLEMENTING TEXAS COMPREHENSIVE CONSERVATION AND MANAGEMENT PLANS (TCCMP) FOR THE TEXAS COMMISSION ON ENVIRONMENTAL QUALITY (TCEQ). TCCMP WAS DESIGNATED AS THE RESPONSIBLE ENTITY UNDER THE TEXAS ESTUARIES ACT. THE MAIN PURPOSE OF THE TCCMP IS TO PROTECT AND RESTORE THE HEALTH AND PRODUCTIVITY OF THE BAYS AND ESTUARIES WHILE SUPPORTING CONTINUED ECONOMIC GROWTH AND PUBLIC USE OF THE BAYS.,"COASTAL BEND BAYS & ESTUARIES PROGAM IS DEDICATED TO PROTECTING AND RESTORING BAYS AND ESTUARIES OF THE TEXAS COASTAL BEND. COASTAL BEND BAYS AND ESTUARIES REMAIN A VITAL PART OF THE ENVIRONMENTAL AND ECONOMIC LANDSCAPE BY PRESERVING AND ENHANCING THEIR ROLES AS A RECREATIONAL RESOURCE, INTERNATIONAL SEAPORT, AND HABITAT FOR FISH AND WILDLIFE.","THE U.S. ENVIRONMENTAL PROTECTION AGENCY'S (EPA) NATIONAL ESTUARY PROGRAM WAS ESTABLISHED BY CONGRESS IN 1987 TO IMPROVE THE QUALITY OF ESTUARIES OF NATIONAL IMPORTANCE. THE CLEAN WATER ACT SECTION 320 DIRECTS EPA TO DEVELOP PLANS FOR ATTAINING AND MAINTAINING WATER QUALITY IN AN ESTUARY. THIS INCLUDES PROTECTION OF PUBLIC WATER SUPPLIES AND PROTECTION AND PROPAGATION OF A BALANCED INDIGENOUS POPULATION OF SHELLFISH, FISH, AND WILDLIFE THAT ALLOWS RECREATIONAL ACTIVITIES, IN AND ON WATER, REQUIRES THAT CONTROL OF POINT AND NONPOINT SOURCES OF POLLUTION TO SUPPLEMENT EXISTING CONTROLS OF POLLUTION. IN SEVERAL CASES, MORE THAN ONE STATE IS PARTICIPATING IN A NATIONAL ESTUARY PROGRAM. EACH PROGRAM ESTABLISHES A COMPREHENSIVE CONSERVATION AND MANAGEMENT PLAN TO MEET THE GOALS OF SECTION 320.##THE TEXAS COASTAL MANAGEMENT PROGRAM (CMP) SEEKS TO ENSURE THE LONG-TERM ENVIRONMENTAL AND ECONOMIC HEALTH OF THE TEXAS COAST THROUGH MANAGEMENT OF THE STATE'S COASTAL NATURAL RESOURCE AREAS. THE COASTAL COORDINATION COUNCIL IS A PUBLIC/PRIVATE COUNCIL CHAIRED BY THE TEXAS LAND COMMISSIONER, MANAGES THE CMP, ON BEHALF OF THE COUNCIL, THE GENERAL LAND OFFICE (GLO), AWARDS APPROXIMATELY 2.2 MILLION ANNUALLY IN GRANTS, REVIEWS FEDERAL ACTIONS IN THE TEXAS COASTAL ZONE TO ENSURE CONSISTENCY WITH THE GOALS AND POLICIES OF THE CMP, SUPPORT PROTECTION OF NATURAL HABITATS AND WILDLIFE, AND PROVIDES BASELINE DATA ON THE HEALTH OF GULF WATERS.##THE COASTAL PROGRAM IS ONE OF THE U.S. FISH AND WILDLIFE SERVICE'S MOST EFFECTIVE RESOURCES FOR RESTORING AND PROTECTING FISH AND WILDLIFE HABITAT ON PUBLIC AND PRIVATELY-OWNED LANDS. FUNDING FROM U.S. FISH & WILDLIFE PROVIDES ASSISTANCE FOR HABITAT RESTORATION AND PROTECTION IN THE COASTAL BEND AREA, INCLUDING THE IMPLEMENTATION OF PRESCRIBED FIRE TO ENHANCE HABITATS FOR ATTWATER'S PRAIRIE CHICKEN, APLOMADO FALCON, WHOOPING CRANE, AND ASSOCIATED GRASSLAND AND MIGRATORY BIRDS THAT WILL BENEFIT FROM PRESCRIBED FIRE.","COASTAL BEND BAYS & ESTUARIES PROGAM IS DEDICATED TO PROTECTING AND RESTORING BAYS AND ESTUARIES OF THE TEXAS COASTAL BEND. COASTAL BEND BAYS AND ESTUARIES REMAIN A VITAL PART OF THE ENVIRONMENTAL AND ECONOMIC LANDSCAPE BY PRESERVING AND ENHANCING THEIR ROLES AS A RECREATIONAL RESOURCE, INTERNATIONAL SEAPORT, AND HABITAT FOR FISH AND WILDLIFE.",2.0181193934930154e+17,15758806.0,990,10/2/2018 11:07:10 PM,COASTAL BEND BAYS AND ESTUARIES PROGRAM INC,201708.0,2018.0,2017.0,8.0,PROGRAMINC 615 N UPPER BROADWAY 120,21114499.0,16274872.0,16eofinextract990.dat,CORPUS CHRISTI,201508.0,6832008.0,,Y,48355.0,,15.0,10.0,,3927284.0,,PC,O,EN,C,C,1880.0,813319.0,COASTAL BEND BAYS & ESTUARIES PROGRAM,C,C013,,C0130,,EN,EN,OT,IN,,,,0.6761219499880772,200201.0,,,TX,3.0,201708.0,2018.0,N,78401.0,,,,,,,,,,,,
93491212001218.0,956137396,EFILE,,,,,,,,,2.0181212934910013e+17,15757728.0,990PF,10/2/2018 8:52:51 PM,JOHN HOLLORAN TRUST,201803.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93492134041888.0,205997882,EFILE,1. BEAUTIFICATION EFFORTS ON THE ISLAND; PRESERVATION OF ISLA BLANCA PARK2.MONITOR PUBLIC MONIES SPENT BY CITY AND COUNTY GOVERNMENTS3. PROPOSAL AND EFFORT TO CONTROL TRAFFIC AND PARKING ISSUES PROTECT PUBLIC SAFETY AND GROWTH OF ISLAND. QUALITY OF LIFE ISSUE.,PROVIDE FOR THE COMMON GOOD OF SOUTH PADRE ISLAND.,,,,,,,2.018313493492042e+17,15741475.0,990EO,9/28/2018 12:42:44 PM,PROPERTY OWNERS WHO CARE- SOUTH PADRE ISLAND,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493219003278.0,273886247,EFILE,,,,,,PROVIDE SOLAR BASED LED LIGHTING SYSTEM AS ONE OF THE MAIN MEANS OF IMPROVING LIFE IN AREAS WHICH EITHER DO NOT GET ELECTRICITY OR GET INTERMITTENT ELECTRICITY. SOLAR PANEL PROVIDED CHARGES THE BATTERY DURING DAYLIGHT HOURS. THE POWER STORED IN THE BATTERY RUNS THE LED LAMP THROUGHOUT THE NIGHT.,Solar Lighting for poverished areas,PROVIDE SOLAR BASED LED LIGHTING SYSTEM AS ONE OF THE MAIN MEANS OF IMPROVING LIFE IN AREAS WHICH EITHER DO NOT GET ELECTRICITY OR GET INTERMITTENT ELECTRICITY. SOLAR PANEL PROVIDED CHARGES THE BATTERY DURING DAYLIGHT HOURS. THE POWER STORED IN THE BATTERY RUNS THE LED LAMP THROUGHOUT THE NIGHT.,2.0182219934930032e+17,15779163.0,990,10/10/2018 11:25:32 PM,ECOSOLUTIONS FOUNDATION INC,201712.0,2018.0,2017.0,12.0,2787 RIDGECREST DR,92249.0,46416.0,16eofinextract990.dat,SOUTHLAKE,201512.0,252949.0,,Y,48439.0,,15.0,10.0,,1006751.0,,PC,S,ZB,C,C,1922.0,813219.0,ECOSOLUTIONS FOUNDATION INC,C,C12,,C12,,EN,EN,OT,IN,,,2800.0,0.2961004614364116,201107.0,,,TX,3.0,201712.0,2018.0,N,76092.0,,,,,,,,,,,,
93493143011008.0,760330177,EFILE,,,,,,"THE PURPOSE OF THE LEPC SHALL BE TO CARRY OUT FOR LAPORTE, MORGANS POINT & SHOREACRES, LOCATED IN HARRIS COUNTY, TX. THOSE RESPONSIBILITIES ESTABLISHED FOR THE LEPC BY PUBLIC LAW 99-499, SUPERFUND AMENDMENTS AND REAUTHORIZATION ACT OF 1986 (SARA) TITLE III,","ORGANIZATION CONDUCTS ANNUAL SAFETY FAIRS IN THE LOCAL COMMUNITY OPEN TO THE GENERAL PUBLIC##ORGANIZATION PREPARES/DISTRIBUTES LITERATURE TO BUSINESSES & SCHOOLS DETAILING HAZARDOUS MATERIALS EMERGENCY RESPONSE PROCEDURES AND SENDS SPOKESPERSONS TO SCHOOLS TO EDUCATE FACULTY/STAFF/STUDENTS ON ""SHELTER IN PLACEX PROCEDURES.##ORGANIZATION ASSISTS LOCAL GOVERNMENTS IN DEVELOPING HAZARDOUS MATERIALS EMERGENCY RESPONSE PLANS AND COORDINATES SIMULATED PRACTICE DRILLS. ORGANIZATION MAINTAINS EMERGENCY RESPONSE CALL AND RADIO SERVICES.",THE PURPOSE OF THE LEPC SHALL BE TO CARRY OUT,2.018014393493011e+17,15682463.0,990O,9/12/2018 2:32:49 PM,LAPORTE MORGANS POINT SHOREACRES LEPC,201712.0,2018.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493137005478.0,752603041,EFILE,,,,,,"To serve as a link between area hospitals, pre-hospital providers, and local, state and federal agencies in matters of trauma, healthcare and disaster preparedness and response.","Provide contributions to hospitals and other organizations to be used for equipment, training, and education related to hospital preparedness program projects. Strengthens disaster readiness capabilities within the Trauma Service Areas G and F.##Contributions to EMS organizations and hospitals in Trauma Area G to be used for supplies and equipment, operational expenses, and education and training. Education and training programs include injury and trauma prevention, stroke, STEMI, and pediatric. The organization also provides educational brochures and public education advertisements.##The Emergency Medical Task Force is part of a larger statewide Emergency Management Task Force. The coordinator serves as a primary contact for city and county offices of Emergency Management, local health departments, the staff of local Texas Department of State Health Services and Councils of Government and partnering agencies to provide guidance during planning and coordination, implementation, and responses in times of disaster. Provides support to augment medical response capabilities in times of disaster.","To serve as a link between area hospitals, pre-hospital providers, and local, state and federal agencies in matters of trauma, healthcare and disaster preparedness and response.",2.0182137934930054e+17,15739266.0,990,9/28/2018 6:26:54 AM,PINEY WOODS REGIONAL ADVISORY COUNC,201708.0,2018.0,2017.0,8.0,100 E FERGUSON ST STE 708,309421.0,322952.0,16eofinextract990.dat,TYLER,201508.0,1033230.0,,Y,48423.0,,15.0,10.0,,1094301.0,,PC,O,EN,C,C,8640.0,813312.0,PINEY WOODS REGIONAL ADVISORY COUNCIL,C,C36,,C36,,EN,EN,OT,IN,,,,0.18249558550629075,199610.0,,,TX,3.0,201708.0,2018.0,N,75702.0,,,,,,,,,,,,
